x_utm,y_utm,lon,lat,height_m,crown_radius_m,bucket
551433.38,4161394.09,-122.4173479,37.5981868,4.7,3.6,shrub
552725.38,4162231.09,-122.4026522,37.6056575,4.7,3.1,shrub
551425.38,4162893.09,-122.4173331,37.6116978,4.7,3.5,shrub
552510.38,4161195.09,-122.4051622,37.5963323,4.7,4.4,shrub
553151.38,4162117.09,-122.3978344,37.6046055,4.7,1.7,shrub
551323.38,4161310.09,-122.4185998,37.5974358,4.7,6.4,shrub
552675.38,4162977.09,-122.4031649,37.6123841,4.7,1.9,shrub
552941.38,4162749.09,-122.4001676,37.6103138,4.7,2.7,shrub
551451.38,4161177.09,-122.4171593,37.5962299,4.7,3.8,shrub
552465.38,4162475.09,-122.4055802,37.6078716,4.7,4.4,shrub
552965.38,4161909.09,-122.3999565,37.6027415,4.7,3.1,shrub
552222.38,4163112.09,-122.4082877,37.6136267,4.7,3.7,shrub
551896.38,4161562.09,-122.4120912,37.599675,4.7,2.3,shrub
552243.38,4161530.09,-122.4081627,37.5993669,4.7,2.4,shrub
552388.38,4162374.09,-122.4064597,37.6069656,4.7,3.0,shrub
552309.38,4161414.09,-122.4074234,37.5983176,4.7,5.0,shrub
552012.38,4161310.09,-122.4107951,37.5973971,4.7,3.4,shrub
553080.38,4162496.09,-122.3986112,37.6080255,4.7,2.9,shrub
552154.38,4161723.09,-122.4091572,37.6011115,4.7,2.5,shrub
551350.38,4161828.09,-122.4182576,37.6021031,4.7,2.0,shrub
551734.38,4162207.09,-122.4138808,37.6054975,4.7,4.7,shrub
552339.38,4162708.09,-122.406991,37.6099788,4.7,1.6,shrub
551195.38,4162131.09,-122.4199923,37.6048427,4.7,5.6,shrub
552403.38,4161495.09,-122.4063528,37.5990423,4.7,2.4,shrub
551487.38,4161990.09,-122.4166943,37.6035555,4.7,4.9,shrub
551263.38,4161351.09,-122.4192766,37.5978087,4.7,2.5,shrub
552015.38,4162495.09,-122.4106769,37.6080774,4.7,4.8,shrub
552690.38,4163004.09,-122.402993,37.6126266,4.7,2.4,shrub
552473.38,4162389.09,-122.4054957,37.607096,4.7,2.5,shrub
551350.38,4161367.09,-122.41829,37.5979481,4.7,2.8,shrub
553115.38,4162257.09,-122.398232,37.6058694,4.7,3.6,shrub
551932.38,4162822.09,-122.411594,37.6110293,4.7,5.3,shrub
552995.38,4161166.09,-122.3996705,37.5960431,4.7,3.1,shrub
551883.38,4161472.09,-122.4122449,37.5988645,4.7,4.3,shrub
551310.38,4162626.09,-122.4186548,37.6092977,4.7,4.6,shrub
552731.38,4162164.09,-122.402589,37.6050533,4.7,3.2,shrub
551582.38,4161844.09,-122.4156283,37.6022343,4.7,3.6,shrub
551271.38,4162644.09,-122.4190954,37.6094621,4.7,3.5,shrub
552647.38,4161203.09,-122.4036098,37.5963966,4.7,4.7,shrub
553062.38,4162239.09,-122.3988338,37.6057102,4.7,4.3,shrub
552031.38,4163118.09,-122.4104513,37.6136916,4.7,3.4,shrub
552826.38,4162811.09,-122.4014661,37.6108793,4.7,5.4,shrub
552437.38,4161154.09,-122.4059921,37.595967,4.7,4.9,shrub
552445.38,4162678.09,-122.4057922,37.6097023,4.7,2.3,shrub
551810.38,4161542.09,-122.4130669,37.5994995,4.7,4.0,shrub
552164.38,4161204.09,-122.4090809,37.5964331,4.7,3.8,shrub
552407.38,4161603.09,-122.4062997,37.6000155,4.7,4.5,shrub
552665.38,4161732.09,-122.4033678,37.6011635,4.7,3.2,shrub
552524.38,4163102.09,-122.4048667,37.6135193,4.7,2.0,shrub
551467.38,4162132.09,-122.4169108,37.6048365,4.7,4.9,shrub
552702.38,4162952.09,-122.4028608,37.6121572,4.7,3.6,shrub
553228.38,4162225.09,-122.3969542,37.6055745,4.7,3.0,shrub
552561.38,4162159.09,-122.4045153,37.605018,4.7,4.2,shrub
552486.38,4161108.09,-122.4054403,37.5955496,4.7,2.5,shrub
551884.38,4162775.09,-122.4121411,37.6106084,4.7,2.5,shrub
551660.38,4162678.09,-122.4146858,37.6097468,4.7,3.2,shrub
552921.38,4161676.09,-122.4004718,37.600644,4.7,2.8,shrub
551674.38,4162207.09,-122.4145605,37.6055009,4.7,5.0,shrub
552560.38,4162863.09,-122.404476,37.6113632,4.7,5.2,shrub
551928.38,4162903.09,-122.4116336,37.6117596,4.7,3.1,shrub
552868.38,4162102.09,-122.4010415,37.6044866,4.7,4.5,shrub
551975.38,4162886.09,-122.4111023,37.6116037,4.7,3.3,shrub
553013.38,4161401.09,-122.3994496,37.5981601,4.7,2.9,shrub
552607.38,4163005.09,-122.4039333,37.6126403,4.7,2.3,shrub
552609.38,4162086.09,-122.4039767,37.6043573,4.7,2.8,shrub
552138.38,4162603.09,-122.4092757,37.6090438,4.7,2.2,shrub
553162.38,4161403.09,-122.3977616,37.5981696,4.7,4.1,shrub
551699.38,4161662.09,-122.4143158,37.6005874,4.7,2.0,shrub
552740.38,4163002.09,-122.4024266,37.6126057,4.7,2.3,shrub
552519.38,4162051.09,-122.4049988,37.604047,4.7,4.1,shrub
552653.38,4161318.09,-122.4035335,37.5974327,4.7,2.5,shrub
551198.38,4162372.09,-122.4199415,37.6070146,4.7,3.2,shrub
552545.38,4161800.09,-122.4047223,37.6017832,4.7,2.6,shrub
552810.38,4162289.09,-122.401685,37.6061754,4.7,5.2,shrub
552693.38,4162200.09,-122.4030169,37.6053799,4.7,3.0,shrub
552622.38,4162303.09,-122.4038138,37.6063123,4.7,4.1,shrub
551755.38,4161266.09,-122.4137094,37.597015,4.7,4.3,shrub
552695.38,4162037.09,-122.403006,37.6039107,4.7,4.8,shrub
552867.38,4161169.09,-122.4011202,37.5960775,4.7,5.0,shrub
552969.38,4162278.09,-122.3998845,37.6060671,4.7,1.8,shrub
551575.38,4161120.09,-122.4157587,37.5957092,4.7,3.1,shrub
551694.38,4161214.09,-122.4144041,37.5965498,4.7,2.3,shrub
552341.38,4162719.09,-122.4069675,37.6100778,4.7,1.6,shrub
552486.38,4161608.09,-122.4054044,37.6000561,4.7,2.6,shrub
552684.38,4161741.09,-122.4031519,37.6012435,4.7,2.8,shrub
552389.38,4162740.09,-122.4064222,37.6102643,4.7,2.6,shrub
551919.38,4162618.09,-122.4117558,37.6091914,4.7,2.3,shrub
551779.38,4161253.09,-122.4134385,37.5968965,4.7,3.2,shrub
551646.38,4162651.09,-122.4148464,37.6095042,4.7,2.8,shrub
551206.38,4163106.09,-122.4197995,37.6136298,4.7,4.3,shrub
553052.38,4162944.09,-122.3988959,37.612065,4.7,3.2,shrub
552531.38,4163065.09,-122.4047901,37.6131855,4.7,2.4,shrub
551828.38,4163085.09,-122.4127536,37.6134056,4.7,2.9,shrub
551989.38,4161466.09,-122.4110446,37.5988045,4.7,9.9,shrub
552166.38,4161244.09,-122.4090554,37.5967935,4.7,2.5,shrub
552594.38,4161710.09,-122.4041737,37.6009692,4.7,5.4,shrub
552758.38,4161415.09,-122.4023371,37.598301,4.7,2.6,shrub
551910.38,4163027.09,-122.4118287,37.6128783,4.7,3.5,shrub
551254.38,4161371.09,-122.4193772,37.5979895,4.7,3.0,shrub
552812.38,4162669.09,-122.4016349,37.6096002,4.7,3.3,shrub
552092.38,4161191.09,-122.4098974,37.59632,4.7,2.0,shrub
551945.38,4161103.09,-122.4115688,37.5955352,4.7,3.3,shrub
552464.38,4161612.09,-122.4056534,37.6000934,4.7,1.9,shrub
551792.38,4163109.09,-122.4131598,37.613624,4.7,2.8,shrub
553138.38,4162118.09,-122.3979816,37.6046153,4.7,2.7,shrub
552919.38,4161858.09,-122.4004813,37.6022845,4.7,3.7,shrub
551749.38,4161106.09,-122.4137887,37.5955733,4.7,3.9,shrub
552671.38,4161229.09,-122.403336,37.5966296,4.7,3.7,shrub
552468.38,4162239.09,-122.4055631,37.6057443,4.7,2.8,shrub
552545.38,4161329.09,-122.4047561,37.5975381,4.7,4.6,shrub
552586.38,4161231.09,-122.4042987,37.5966524,4.7,4.0,shrub
552625.38,4162739.09,-122.4037485,37.6102418,4.7,2.9,shrub
553114.38,4161700.09,-122.3982838,37.6008492,4.7,3.1,shrub
552091.38,4162348.09,-122.4098263,37.6067482,4.7,3.1,shrub
552698.38,4161878.09,-122.4029835,37.6024775,4.7,3.3,shrub
551301.38,4162880.09,-122.418739,37.6115875,4.7,3.0,shrub
551794.38,4163131.09,-122.4131356,37.6138221,4.7,2.7,shrub
551406.38,4161639.09,-122.4176365,37.6003965,4.7,2.1,shrub
552381.38,4162420.09,-122.4065358,37.6073806,4.7,2.8,shrub
553143.38,4161219.09,-122.3979902,37.5965123,4.7,4.6,shrub
551607.38,4161177.09,-122.4153922,37.5962212,4.7,2.9,shrub
552616.38,4161163.09,-122.4039638,37.5960378,4.7,2.5,shrub
551684.38,4162204.09,-122.4144474,37.6054733,4.7,3.3,shrub
551675.38,4161715.09,-122.4145839,37.6010664,4.7,3.9,shrub
553097.38,4162106.09,-122.3984469,37.6045095,4.7,3.3,shrub
551289.38,4162905.09,-122.4188732,37.6118135,4.7,5.7,shrub
553046.38,4161498.09,-122.3990687,37.5990325,4.7,3.1,shrub
553008.38,4162709.09,-122.3994115,37.6099495,4.7,4.2,shrub
552818.38,4161465.09,-122.4016539,37.5987482,4.7,2.6,shrub
552672.38,4162711.09,-122.403218,37.6099868,4.7,4.3,shrub
551331.38,4161910.09,-122.4184671,37.6028432,4.7,4.9,shrub
552719.38,4161924.09,-122.4027423,37.6028909,4.7,3.7,shrub
552470.38,4161161.09,-122.4056177,37.5960282,4.7,2.9,shrub
552458.38,4161294.09,-122.4057441,37.5972276,4.7,3.2,shrub
551760.38,4163055.09,-122.4135262,37.6131391,4.7,3.5,shrub
552912.38,4161463.09,-122.4005892,37.5987248,4.7,3.2,shrub
552358.38,4163041.09,-122.4067519,37.612979,4.7,2.6,shrub
553119.38,4161437.09,-122.3982462,37.5984785,4.7,3.5,shrub
551635.38,4161983.09,-122.4150181,37.6034841,4.7,4.5,shrub
551996.38,4162962.09,-122.4108589,37.6122875,4.7,3.2,shrub
551509.38,4161234.09,-122.4164983,37.5967404,4.7,4.6,shrub
552822.38,4162892.09,-122.4015055,37.6116095,4.7,2.3,shrub
552732.38,4162022.09,-122.4025879,37.6037734,4.7,4.5,shrub
552724.38,4162057.09,-122.402676,37.6040893,4.7,2.8,shrub
551999.38,4162905.09,-122.410829,37.6117736,4.7,3.7,shrub
552599.38,4162033.09,-122.4040938,37.6038801,4.7,3.2,shrub
552063.38,4162419.09,-122.4101385,37.6073897,4.7,3.9,shrub
552075.38,4161262.09,-122.4100849,37.5969609,4.7,4.9,shrub
552088.38,4162400.09,-122.4098566,37.607217,4.7,4.1,shrub
552916.38,4162867.09,-122.4004423,37.6113788,4.7,3.0,shrub
551548.38,4162552.09,-122.4159636,37.6086174,4.6,5.0,shrub
552104.38,4162751.09,-122.4096503,37.6103797,4.6,4.0,shrub
551717.38,4162270.09,-122.4140689,37.6060663,4.6,3.4,shrub
553112.38,4162430.09,-122.3982534,37.6074288,4.6,2.9,shrub
552330.38,4162388.09,-122.4071158,37.6070951,4.6,2.5,shrub
552812.38,4162906.09,-122.4016178,37.6117363,4.6,2.8,shrub
551404.38,4162247.09,-122.4176165,37.6058765,4.6,2.7,shrub
552370.38,4162196.09,-122.4066764,37.6053623,4.6,3.7,shrub
552181.38,4162751.09,-122.408778,37.6103753,4.6,3.7,shrub
553028.38,4161226.09,-122.3992924,37.596582,4.6,4.4,shrub
552317.38,4161182.09,-122.4073493,37.5962261,4.6,3.7,shrub
553091.38,4162072.09,-122.3985173,37.6042034,4.6,5.2,shrub
551839.38,4161363.09,-122.412751,37.5978846,4.6,2.9,shrub
552343.38,4161198.09,-122.4070537,37.5963689,4.6,3.9,shrub
552613.38,4161896.09,-122.4039451,37.6026446,4.6,1.4,shrub
551574.38,4162565.09,-122.4156681,37.6087331,4.6,4.9,shrub
551955.38,4162616.09,-122.411348,37.6091714,4.6,3.0,shrub
552817.38,4162899.09,-122.4015617,37.6116729,4.6,2.7,shrub
551582.38,4162161.09,-122.415606,37.6050914,4.6,4.0,shrub
552276.38,4162428.09,-122.4077247,37.6074587,4.6,3.5,shrub
551240.38,4162063.09,-122.4194873,37.6042273,4.6,2.9,shrub
551432.38,4161450.09,-122.4173553,37.5986916,4.6,4.1,shrub
551657.38,4162352.09,-122.4147428,37.6068087,4.6,3.3,shrub
552696.38,4162114.09,-122.4029891,37.6046047,4.6,2.1,shrub
552556.38,4161697.09,-122.4046051,37.6008542,4.6,4.0,shrub
552576.38,4162572.09,-122.4043156,37.6087395,4.6,3.9,shrub
551441.38,4161474.09,-122.4172517,37.5989074,4.6,2.5,shrub
552314.38,4161557.09,-122.4073565,37.5996062,4.6,1.6,shrub
551957.38,4162633.09,-122.4113242,37.6093245,4.6,2.6,shrub
552855.38,4161901.09,-122.4012032,37.6026758,4.6,3.0,shrub
551556.38,4162942.09,-122.4158455,37.6121321,4.6,2.8,shrub
551453.38,4162844.09,-122.4170194,37.6112546,4.6,3.2,shrub
552731.38,4162048.09,-122.4025974,37.6040078,4.6,3.1,shrub
552924.38,4162073.09,-122.4004091,37.604222,4.6,4.0,shrub
552214.38,4161350.09,-122.4085041,37.5977462,4.6,3.7,shrub
552283.38,4162378.09,-122.407649,37.6070077,4.6,3.2,shrub
552490.38,4163140.09,-122.4052492,37.6138638,4.6,2.2,shrub
552829.38,4161602.09,-122.4015194,37.5999824,4.6,2.6,shrub
552314.38,4162293.09,-122.4073039,37.6062398,4.6,2.3,shrub
552770.38,4162487.09,-122.4021239,37.6079623,4.6,3.4,shrub
551440.38,4162144.09,-122.4172159,37.6049462,4.6,3.1,shrub
552268.38,4162691.09,-122.4077966,37.6098296,4.6,3.1,shrub
552690.38,4161134.09,-122.4031277,37.5957722,4.6,4.9,shrub
552589.38,4162042.09,-122.4042065,37.6039618,4.6,2.8,shrub
552031.38,4161256.09,-122.4105837,37.5969093,4.6,2.0,shrub
552543.38,4161278.09,-122.4047824,37.5970785,4.6,2.4,shrub
551800.38,4161263.09,-122.4131999,37.5969855,4.6,3.5,shrub
551817.38,4161618.09,-122.4129822,37.6001841,4.6,3.2,shrub
552862.38,4162320.09,-122.4010937,37.6064518,4.6,3.5,shrub
552504.38,4162291.09,-122.4051515,37.6062109,4.6,2.3,shrub
552801.38,4161924.09,-122.4018133,37.6028862,4.6,2.9,shrub
552726.38,4162441.09,-122.4026257,37.6075502,4.6,5.0,shrub
551727.38,4161702.09,-122.4139958,37.6009463,4.6,2.8,shrub
553178.38,4162497.09,-122.3975009,37.6080289,4.6,3.3,shrub
552561.38,4161786.09,-122.4045421,37.6016561,4.6,3.4,shrub
552137.38,4162795.09,-122.4092733,37.6107744,4.6,3.4,shrub
552796.38,4162983.09,-122.4017935,37.6124312,4.6,3.5,shrub
551584.38,4162390.09,-122.4155672,37.6071553,4.6,3.7,shrub
552596.38,4161230.09,-122.4041855,37.5966429,4.6,4.1,shrub
553063.38,4162050.09,-122.3988361,37.6040067,4.6,1.6,shrub
551665.38,4162301.09,-122.4146558,37.6063486,4.6,4.5,shrub
552071.38,4162389.09,-122.41005,37.6071188,4.6,3.1,shrub
552224.38,4162985.09,-122.4082741,37.6124819,4.6,2.0,shrub
551460.38,4161150.09,-122.4170592,37.5959861,4.6,4.1,shrub
552168.38,4162850.09,-122.4089182,37.6112683,4.6,4.4,shrub
552526.38,4161579.09,-122.4049534,37.5997924,4.6,2.6,shrub
552761.38,4162593.09,-122.4022182,37.6089182,4.6,2.9,shrub
552008.38,4161344.09,-122.410838,37.5977038,4.6,2.9,shrub
552800.38,4163078.09,-122.4017413,37.6132872,4.6,2.7,shrub
552374.38,4161564.09,-122.4066763,37.5996659,4.6,3.9,shrub
551926.38,4161366.09,-122.4117653,37.5979067,4.6,3.7,shrub
551412.38,4161476.09,-122.41758,37.598927,4.6,1.8,shrub
552840.38,4161637.09,-122.4013922,37.6002972,4.6,3.7,shrub
552050.38,4162825.09,-122.4102569,37.6110497,4.6,2.6,shrub
552621.38,4161267.09,-122.4038997,37.5969749,4.6,2.3,shrub
553070.38,4162487.09,-122.3987251,37.607945,4.6,3.1,shrub
551795.38,4161600.09,-122.4132327,37.6000231,4.6,3.2,shrub
552066.38,4161273.09,-122.4101861,37.5970606,4.6,3.1,shrub
552703.38,4161892.09,-122.4029258,37.6026034,4.6,4.4,shrub
552797.38,4162121.09,-122.4018444,37.6046619,4.6,2.6,shrub
552121.38,4162453.09,-122.409479,37.6076928,4.6,2.1,shrub
552689.38,4162598.09,-122.4030336,37.6089673,4.6,2.3,shrub
552583.38,4163031.09,-122.4042033,37.6128761,4.6,3.1,shrub
551408.38,4161451.09,-122.4176271,37.5987019,4.6,3.1,shrub
552465.38,4161229.09,-122.4056695,37.5966413,4.6,4.8,shrub
551675.38,4161709.09,-122.4145843,37.6010123,4.6,3.1,shrub
551999.38,4162451.09,-122.4108613,37.6076817,4.6,5.5,shrub
551353.38,4161384.09,-122.4182548,37.5981011,4.6,3.9,shrub
551903.38,4162634.09,-122.4119359,37.6093365,4.6,4.6,shrub
552849.38,4162914.09,-122.401198,37.6118063,4.6,3.2,shrub
552407.38,4161246.09,-122.4063253,37.5967979,4.6,3.3,shrub
552199.38,4161741.09,-122.4086461,37.6012711,4.6,2.3,shrub
552650.38,4161749.09,-122.4035365,37.6013175,4.6,2.5,shrub
552580.38,4161193.09,-122.4043694,37.5963103,4.6,2.8,shrub
552840.38,4161204.09,-122.4014235,37.5963945,4.6,3.9,shrub
552319.38,4161252.09,-122.4073217,37.5968569,4.6,1.5,shrub
552351.38,4162346.09,-122.4068809,37.6067154,4.6,2.5,shrub
552547.38,4162855.09,-122.4046239,37.6112918,4.6,2.8,shrub
552064.38,4161330.09,-122.4102047,37.5975744,4.6,3.6,shrub
552264.38,4162480.09,-122.407857,37.6079281,4.6,2.3,shrub
551686.38,4161902.09,-122.4144461,37.6027512,4.6,3.6,shrub
551822.38,4162597.09,-122.4128562,37.6090076,4.6,3.3,shrub
551771.38,4162519.09,-122.4134395,37.6083075,4.6,2.7,shrub
551649.38,4163002.09,-122.4147876,37.6126676,4.6,3.7,shrub
552387.38,4161644.09,-122.4065233,37.6003862,4.6,2.5,shrub
552748.38,4163009.09,-122.4023355,37.6126683,4.6,2.6,shrub
552784.38,4161575.09,-122.4020311,37.5997416,4.6,4.4,shrub
551649.38,4161783.09,-122.4148736,37.6016807,4.6,3.5,shrub
553215.38,4161281.09,-122.3971701,37.5970669,4.6,2.0,shrub
551757.38,4161523.09,-122.4136686,37.5993313,4.6,2.6,shrub
552797.38,4161102.09,-122.4019179,37.5954777,4.6,3.6,shrub
551465.38,4161791.09,-122.4169575,37.6017632,4.6,3.0,shrub
551587.38,4161875.09,-122.4155695,37.6025134,4.6,3.0,shrub
552639.38,4162962.09,-122.4035738,37.6122509,4.6,2.6,shrub
551685.38,4161585.09,-122.4144798,37.5998941,4.6,4.3,shrub
553026.38,4162284.09,-122.3992383,37.6061179,4.6,2.2,shrub
551923.38,4162782.09,-122.4116988,37.6106693,4.6,2.5,shrub
552165.38,4162815.09,-122.4089547,37.6109531,4.6,2.7,shrub
552180.38,4161538.09,-122.4088758,37.5994426,4.6,4.7,shrub
552521.38,4161830.09,-122.404992,37.602055,4.6,3.4,shrub
552179.38,4163041.09,-122.4087799,37.6129892,4.6,4.5,shrub
551548.38,4162783.09,-122.4159473,37.6106994,4.6,3.6,shrub
551684.38,4162675.09,-122.4144141,37.6097184,4.6,5.0,shrub
551799.38,4162792.09,-122.413103,37.6107665,4.6,2.5,shrub
552293.38,4162136.09,-122.407553,37.6048259,4.6,3.0,shrub
551637.38,4162994.09,-122.4149241,37.6125962,4.6,1.8,shrub
552921.38,4161552.09,-122.4004808,37.5995264,4.6,4.2,shrub
552909.38,4162670.09,-122.4005359,37.6096037,4.6,2.2,shrub
552689.38,4162192.09,-122.4030628,37.6053081,4.6,2.9,shrub
551353.38,4161596.09,-122.4182399,37.6000119,4.6,2.3,shrub
552770.38,4162626.09,-122.4021139,37.6092151,4.6,4.5,shrub
552528.38,4161764.09,-122.4049175,37.6014597,4.6,4.9,shrub
553178.38,4162346.09,-122.3975118,37.6066679,4.6,1.8,shrub
552970.38,4162691.09,-122.3998433,37.6097894,4.6,2.1,shrub
553225.38,4161774.09,-122.397021,37.6015098,4.6,3.8,shrub
553214.38,4162162.09,-122.3971174,37.6050074,4.6,2.8,shrub
552786.38,4162944.09,-122.4019096,37.6120803,4.6,3.3,shrub
552189.38,4161411.09,-122.4087829,37.5982974,4.6,2.9,shrub
552421.38,4161643.09,-122.4061383,37.6003752,4.6,4.4,shrub
552534.38,4161595.09,-122.4048616,37.5999362,4.6,3.3,shrub
552769.38,4161706.09,-122.4021916,37.6009232,4.6,3.5,shrub
552851.38,4161765.09,-122.4012584,37.6014502,4.6,2.5,shrub
552805.38,4161483.09,-122.4017998,37.5989112,4.6,2.8,shrub
552699.38,4161981.09,-122.4029647,37.6034057,4.6,5.0,shrub
552233.38,4162184.09,-122.4082293,37.605262,4.6,2.9,shrub
551858.38,4161314.09,-122.4125393,37.5974419,4.6,3.4,shrub
552434.38,4161719.09,-122.4059856,37.6010595,4.5,2.6,shrub
552999.38,4162572.09,-122.3995233,37.6087152,4.5,1.9,shrub
553006.38,4161174.09,-122.3995453,37.5961146,4.5,2.5,shrub
552371.38,4162725.09,-122.4066272,37.6101302,4.5,2.8,shrub
551659.38,4163103.09,-122.4146671,37.6135774,4.5,4.3,shrub
552809.38,4161645.09,-122.4017428,37.6003711,4.5,3.0,shrub
551615.38,4162682.09,-122.4151954,37.6097854,4.5,2.2,shrub
552729.38,4161767.09,-122.4026403,37.6014752,4.5,2.6,shrub
552894.38,4162894.09,-122.4006896,37.6116234,4.5,2.4,shrub
551936.38,4162811.09,-122.4115494,37.61093,4.5,3.6,shrub
551812.38,4161599.09,-122.4130402,37.6000132,4.5,9.4,shrub
552362.38,4162930.09,-122.4067145,37.6119784,4.5,1.9,shrub
551880.38,4162980.09,-122.4121719,37.6124563,4.5,4.0,shrub
552132.38,4161610.09,-122.4094144,37.6000942,4.5,4.0,shrub
552422.38,4162270.09,-122.406082,37.6060263,4.5,3.8,shrub
552270.38,4161233.09,-122.4078781,37.5966885,4.5,4.9,shrub
551756.38,4161260.09,-122.4136985,37.5969609,4.5,3.6,shrub
552726.38,4161776.09,-122.4026736,37.6015565,4.5,2.0,shrub
552817.38,4161585.09,-122.4016565,37.5998298,4.5,2.6,shrub
553199.38,4162241.09,-122.3972816,37.6057203,4.5,4.2,shrub
551579.38,4161876.09,-122.4156601,37.6025229,4.5,5.0,shrub
553118.38,4161838.09,-122.3982285,37.6020928,4.5,2.8,shrub
552121.38,4161401.09,-122.4095539,37.5982111,4.5,2.3,shrub
552177.38,4162870.09,-122.4088148,37.6114481,4.5,2.8,shrub
551774.38,4162851.09,-122.413382,37.6112996,4.5,3.6,shrub
553034.38,4161920.09,-122.3991741,37.6028367,4.5,3.4,shrub
552808.38,4162633.09,-122.4016828,37.609276,4.5,2.4,shrub
552116.38,4162675.09,-122.4095198,37.609694,4.5,3.7,shrub
552456.38,4161288.09,-122.4057672,37.5971736,4.5,3.5,shrub
552797.38,4162760.09,-122.4017983,37.6104213,4.5,2.8,shrub
551629.38,4163008.09,-122.4150137,37.6127228,4.5,3.0,shrub
551575.38,4161855.09,-122.4157069,37.6023338,4.5,2.0,shrub
552650.38,4162264.09,-122.4034994,37.6059592,4.5,2.6,shrub
552847.38,4161168.09,-122.4013468,37.5960697,4.5,2.7,shrub
551573.38,4162014.09,-122.4157183,37.603767,4.5,3.2,shrub
551326.38,4161588.09,-122.4185464,37.5999413,4.5,3.8,shrub
552591.38,4161764.09,-122.4042038,37.6014561,4.5,2.3,shrub
552934.38,4162157.09,-122.4002898,37.6049785,4.5,3.3,shrub
553018.38,4162190.09,-122.3993358,37.6052711,4.5,3.0,shrub
552746.38,4161630.09,-122.4024576,37.6002395,4.5,3.0,shrub
551843.38,4163070.09,-122.4125847,37.6132696,4.5,2.3,shrub
552733.38,4162234.09,-122.4025613,37.6056841,4.5,4.7,shrub
551609.38,4161569.09,-122.4153419,37.5997542,4.5,3.8,shrub
552492.38,4163064.09,-122.405232,37.6131787,4.5,2.5,shrub
552815.38,4162488.09,-122.401614,37.6079687,4.5,2.8,shrub
552413.38,4162988.09,-122.4061325,37.6124982,4.5,6.3,shrub
551795.38,4162727.09,-122.4131529,37.6101808,4.5,3.7,shrub
552853.38,4162556.09,-122.4011786,37.6085794,4.5,3.3,shrub
552451.38,4161157.09,-122.4058333,37.5959932,4.5,4.5,shrub
552656.38,4161313.09,-122.4034999,37.5973875,4.5,2.1,shrub
551264.38,4161666.09,-122.4192432,37.6006478,4.5,2.0,shrub
551640.38,4163054.09,-122.4148859,37.6131368,4.5,3.2,shrub
552542.38,4161959.09,-122.4047449,37.6032164,4.5,3.2,shrub
551776.38,4163068.09,-122.413344,37.6132553,4.5,3.4,shrub
551524.38,4161227.09,-122.4163288,37.5966765,4.5,2.9,shrub
553083.38,4161810.09,-122.398627,37.6018424,4.5,2.6,shrub
551613.38,4161559.09,-122.4152973,37.5996638,4.5,3.6,shrub
551561.38,4161132.09,-122.4159164,37.5958182,4.5,4.4,shrub
552227.38,4162849.09,-122.4082498,37.611256,4.5,4.1,shrub
552932.38,4162826.09,-122.400264,37.6110084,4.5,3.8,shrub
552837.38,4161903.09,-122.401407,37.6026948,4.5,3.7,shrub
552463.38,4162112.09,-122.4056289,37.6045999,4.5,6.7,shrub
552463.38,4161201.09,-122.4056942,37.5963891,4.5,3.4,shrub
551723.38,4161622.09,-122.4140467,37.6002255,4.5,3.6,shrub
552452.38,4161758.09,-122.4057788,37.60141,4.5,3.7,shrub
552342.38,4162419.09,-122.4069777,37.6073738,4.5,2.8,shrub
552004.38,4161127.09,-122.4108987,37.5957482,4.5,4.1,shrub
552477.38,4162945.09,-122.4054105,37.612107,4.5,3.1,shrub
551850.38,4162588.09,-122.4125396,37.6089249,4.5,2.7,shrub
552504.38,4161837.09,-122.4051841,37.602119,4.5,5.0,shrub
552962.38,4161995.09,-122.3999843,37.6035168,4.5,3.0,shrub
551193.38,4162269.09,-122.4200053,37.6060866,4.5,3.5,shrub
552611.38,4162208.09,-122.4039453,37.6054567,4.5,2.7,shrub
552012.38,4162417.09,-122.4107164,37.6073745,4.5,4.6,shrub
552177.38,4161371.09,-122.4089217,37.5979376,4.5,3.6,shrub
551272.38,4161786.09,-122.4191442,37.6017289,4.5,5.7,shrub
553082.38,4162539.09,-122.3985854,37.608413,4.5,3.1,shrub
553012.38,4161859.09,-122.3994277,37.6022882,4.5,1.7,shrub
552608.38,4162926.09,-122.4039276,37.6119283,4.5,3.2,shrub
551958.38,4162970.09,-122.4112889,37.6123618,4.5,2.1,shrub
552627.38,4161263.09,-122.403832,37.5969385,4.5,2.5,shrub
552678.38,4163067.09,-122.4031244,37.6131951,4.5,3.7,shrub
553159.38,4161246.09,-122.397807,37.5967547,4.5,4.5,shrub
551569.38,4161591.09,-122.4157934,37.5999547,4.5,1.5,shrub
551778.38,4161269.09,-122.4134487,37.5970408,4.5,2.9,shrub
552500.38,4163115.09,-122.4051377,37.6136379,4.5,3.7,shrub
552886.38,4161702.09,-122.4008665,37.6008804,4.5,2.8,shrub
552433.38,4161729.09,-122.4059962,37.6011497,4.5,3.6,shrub
552037.38,4161289.09,-122.4105134,37.5972064,4.5,3.0,shrub
551435.38,4161464.09,-122.4173203,37.5988176,4.5,3.9,shrub
553005.38,4161332.09,-122.3995452,37.5975387,4.5,4.4,shrub
551659.38,4161828.09,-122.4147572,37.6020858,4.5,3.8,shrub
553013.38,4161996.09,-122.3994065,37.6035229,4.5,4.8,shrub
