x_utm,y_utm,lon,lat,height_m,crown_radius_m,bucket
551533.38,4162572.09,-122.4161321,37.6087985,13.5,9.3,mid
551593.38,4161353.09,-122.4155384,37.5978083,13.5,5.0,mid
551943.38,4162280.09,-122.4115079,37.6061437,13.5,9.1,mid
553119.38,4162419.09,-122.3981749,37.6073293,13.5,5.6,mid
551575.38,4161197.09,-122.4157532,37.5964033,13.5,7.6,mid
552506.38,4161766.09,-122.4051665,37.601479,13.5,5.8,mid
553225.38,4162355.09,-122.3969787,37.6067463,13.5,7.8,mid
553108.38,4162399.09,-122.398301,37.6071497,13.5,3.9,mid
552936.38,4161482.09,-122.400316,37.5988946,13.5,7.1,mid
552835.38,4162872.09,-122.4013597,37.6114285,13.5,7.9,mid
551624.38,4161374.09,-122.4151857,37.5979958,13.5,8.4,mid
551676.38,4161541.09,-122.4145849,37.5994981,13.5,8.8,mid
551946.38,4162308.09,-122.4114719,37.6063959,13.5,6.1,mid
553026.38,4161524.09,-122.3992934,37.599268,13.5,8.2,mid
552976.38,4161403.09,-122.3998686,37.5981803,13.5,7.8,mid
552248.38,4161365.09,-122.4081179,37.5978795,13.5,10.5,mid
552871.38,4162541.09,-122.4009757,37.6084432,13.5,11.2,mid
551854.38,4162226.09,-122.41252,37.605662,13.5,9.1,mid
551297.38,4162830.09,-122.4187878,37.6111371,13.5,7.1,mid
552851.38,4161130.09,-122.4013042,37.5957269,13.5,9.4,mid
552925.38,4162457.09,-122.40037,37.607683,13.5,6.5,mid
553212.38,4161545.09,-122.3971849,37.5994465,13.5,11.2,mid
552167.38,4162600.09,-122.4089473,37.6090151,13.5,9.4,mid
551858.38,4162699.09,-122.4124411,37.6099249,13.5,9.9,mid
551276.38,4162833.09,-122.4190255,37.6111653,13.5,6.6,mid
551373.38,4163106.09,-122.4179073,37.6136204,13.5,8.3,mid
552704.38,4162551.09,-122.402867,37.6085429,13.5,6.1,mid
552035.38,4161631.09,-122.4105117,37.600289,13.5,10.1,mid
552834.38,4161335.09,-122.401482,37.5975756,13.5,3.7,mid
551429.38,4162503.09,-122.4173153,37.6081825,13.5,14.0,mid
551596.38,4161245.09,-122.415512,37.5968347,13.4,9.2,mid
551325.38,4162673.09,-122.4184816,37.6097205,13.4,12.3,mid
551355.38,4163009.09,-122.4181181,37.6127472,13.4,7.1,mid
552509.38,4161375.09,-122.4051606,37.5979547,13.4,6.0,mid
551906.38,4162285.09,-122.4119267,37.6061908,13.4,6.5,mid
552042.38,4161196.09,-122.4104634,37.5963679,13.4,6.7,mid
551478.38,4161484.09,-122.4168318,37.5989954,13.4,10.9,mid
552424.38,4161486.09,-122.4061155,37.59896,13.4,10.3,mid
553084.38,4161349.09,-122.3986491,37.5976874,13.4,6.0,mid
552393.38,4161430.09,-122.4064707,37.5984571,13.4,5.1,mid
551603.38,4161330.09,-122.4154267,37.5976004,13.4,7.0,mid
552336.38,4162828.09,-122.4070164,37.6110605,13.4,2.9,mid
551797.38,4162335.09,-122.413158,37.6066476,13.4,3.8,mid
551687.38,4162444.09,-122.4143965,37.6076362,13.4,9.1,mid
551891.38,4162133.09,-122.4121074,37.6048217,13.4,4.4,mid
552917.38,4162728.09,-122.4004411,37.6101259,13.4,5.8,mid
552514.38,4162656.09,-122.405012,37.6095001,13.4,12.2,mid
553112.38,4163120.09,-122.3982033,37.6136478,13.4,5.3,mid
552238.38,4161374.09,-122.4082305,37.5979611,13.4,8.1,mid
553020.38,4161606.09,-122.3993554,37.6000074,13.4,4.2,mid
553176.38,4161285.09,-122.3976116,37.5971052,13.4,7.4,mid
552493.38,4161868.09,-122.4053065,37.6023991,13.4,6.7,mid
552123.38,4162774.09,-122.4094334,37.6105859,13.4,9.5,mid
552440.38,4162193.09,-122.4058836,37.6053313,13.4,6.7,mid
551197.38,4162943.09,-122.4199128,37.6121611,13.4,7.7,mid
552213.38,4161516.09,-122.4085036,37.5992424,13.4,7.7,mid
551866.38,4161124.09,-122.4124621,37.5957289,13.4,10.3,mid
553130.38,4162400.09,-122.3980517,37.6071574,13.4,3.6,mid
552830.38,4162722.09,-122.4014272,37.6100769,13.4,6.8,mid
551472.38,4163108.09,-122.4167855,37.6136329,13.4,9.2,mid
551677.38,4162644.09,-122.4144956,37.6094394,13.4,11.1,mid
551603.38,4161771.09,-122.4153956,37.6015752,13.4,14.0,mid
551861.38,4161627.09,-122.4124831,37.6002628,13.4,11.6,mid
551235.38,4162098.09,-122.4195415,37.604543,13.4,7.6,mid
551288.38,4161798.09,-122.4189621,37.6018361,13.3,4.3,mid
553144.38,4163133.09,-122.3978398,37.6137631,13.3,7.5,mid
551327.38,4163076.09,-122.4184306,37.6133526,13.3,6.2,mid
551279.38,4161895.09,-122.4190573,37.6027109,13.3,7.7,mid
551650.38,4162222.09,-122.4148313,37.6056374,13.3,12.0,mid
552654.38,4161133.09,-122.4035355,37.5957653,13.3,8.0,mid
551952.38,4162759.09,-122.4113719,37.6104604,13.3,8.2,mid
552313.38,4161292.09,-122.4073868,37.5972178,13.3,10.8,mid
552475.38,4162639.09,-122.4054551,37.6093491,13.3,3.9,mid
551912.38,4161803.09,-122.4118929,37.6018462,13.3,7.9,mid
553069.38,4161356.09,-122.3988185,37.5977513,13.3,4.0,mid
552303.38,4161476.09,-122.4074869,37.5988768,13.3,10.9,mid
553023.38,4161260.09,-122.3993465,37.5968887,13.3,8.9,mid
551702.38,4161335.09,-122.4143049,37.5976399,13.3,6.6,mid
551512.38,4162315.09,-122.4163882,37.6064834,13.3,11.6,mid
552277.38,4162457.09,-122.4077113,37.60772,13.3,7.3,mid
552694.38,4162894.09,-122.4029556,37.6116349,13.3,8.9,mid
552874.38,4162420.09,-122.4009505,37.6073524,13.3,6.7,mid
551767.38,4161730.09,-122.4135407,37.6011964,13.3,11.2,mid
551973.38,4162728.09,-122.4111361,37.6101798,13.3,8.1,mid
551860.38,4162417.09,-122.4124384,37.6073831,13.3,11.8,mid
551224.38,4162489.09,-122.4196387,37.6080677,13.3,7.4,mid
551224.38,4163077.09,-122.4195975,37.6133674,13.3,8.6,mid
551665.38,4161488.09,-122.4147132,37.599021,13.3,6.4,mid
551669.38,4161326.09,-122.4146794,37.5975607,13.3,8.0,mid
552300.38,4161458.09,-122.4075222,37.5987147,13.3,7.9,mid
551387.38,4162544.09,-122.4177882,37.6085543,13.3,7.7,mid
553064.38,4161352.09,-122.3988754,37.5977156,13.3,5.2,mid
552338.38,4162548.09,-122.4070137,37.6085367,13.2,8.9,mid
551533.38,4163068.09,-122.4160972,37.613269,13.2,8.6,mid
551526.38,4161325.09,-122.4162993,37.5975597,13.2,4.5,mid
552697.38,4161754.09,-122.4030037,37.6013599,13.2,7.3,mid
551321.38,4162529.09,-122.418537,37.6084228,13.2,9.4,mid
553065.38,4161638.09,-122.3988434,37.6002932,13.2,6.1,mid
552122.38,4161458.09,-122.4095385,37.5987248,13.2,12.6,mid
551679.38,4161531.09,-122.4145516,37.5994078,13.2,6.3,mid
551683.38,4161951.09,-122.4144766,37.603193,13.2,5.8,mid
551966.38,4162732.09,-122.4112152,37.6102162,13.2,5.9,mid
552548.38,4162893.09,-122.4046098,37.6116343,13.2,11.1,mid
551229.38,4163075.09,-122.419541,37.6133491,13.2,7.6,mid
551885.38,4162726.09,-122.4121333,37.6101667,13.2,11.4,mid
552062.38,4162432.09,-122.4101489,37.6075069,13.2,7.1,mid
551841.38,4161141.09,-122.4127441,37.5958836,13.2,6.9,mid
553168.38,4163060.09,-122.3975732,37.6131038,13.2,6.2,mid
552724.38,4162908.09,-122.4026147,37.6117594,13.2,6.3,mid
553087.38,4163132.09,-122.3984857,37.6137574,13.2,7.3,mid
553125.38,4161202.09,-122.3981953,37.5963601,13.2,8.0,mid
553161.38,4162342.09,-122.3977047,37.6066328,13.2,4.5,mid
551753.38,4162369.09,-122.4136541,37.6069565,13.2,9.8,mid
551833.38,4162201.09,-122.4127596,37.6054378,13.2,10.9,mid
552469.38,4163031.09,-122.405495,37.6128826,13.2,8.0,mid
553137.38,4163107.09,-122.397921,37.6135292,13.2,6.1,mid
551539.38,4161354.09,-122.41615,37.5978203,13.2,7.6,mid
551759.38,4162326.09,-122.4135891,37.6065686,13.1,8.4,mid
553023.38,4161245.09,-122.3993476,37.5967535,13.1,6.1,mid
552980.38,4161315.09,-122.3998296,37.5973869,13.1,4.9,mid
551422.38,4162526.09,-122.4173929,37.6083902,13.1,6.3,mid
552529.38,4162166.09,-122.4048773,37.6050829,13.1,11.0,mid
551302.38,4162533.09,-122.418752,37.6084599,13.1,7.5,mid
551827.38,4162427.09,-122.4128116,37.6074751,13.1,5.4,mid
551797.38,4161147.09,-122.4132421,37.5959401,13.1,5.7,mid
553173.38,4161267.09,-122.3976469,37.5969432,13.1,6.5,mid
553118.38,4163110.09,-122.3981361,37.6135573,13.1,8.2,mid
551762.38,4161326.09,-122.4136259,37.5975554,13.1,6.7,mid
553202.38,4161314.09,-122.397315,37.5973651,13.1,6.0,mid
552407.38,4161424.09,-122.4063125,37.5984022,13.1,12.6,mid
552256.38,4161183.09,-122.4080402,37.5962386,13.1,12.0,mid
552398.38,4161717.09,-122.4063935,37.6010435,13.1,6.2,mid
551446.38,4162508.09,-122.4171223,37.6082266,13.1,7.7,mid
552908.38,4162413.09,-122.4005658,37.6072874,13.1,5.9,mid
553215.38,4161684.09,-122.3971408,37.6006992,13.1,3.2,mid
551306.38,4163114.09,-122.4186659,37.6136963,13.1,12.7,mid
553164.38,4161352.09,-122.3977427,37.5977098,13.1,6.6,mid
551439.38,4162490.09,-122.4172029,37.6080647,13.1,14.0,mid
551417.38,4162731.09,-122.4174352,37.6102381,13.1,7.9,mid
551469.38,4161555.09,-122.4169288,37.5996359,13.1,5.7,mid
553196.38,4161534.09,-122.3973669,37.5993483,13.1,6.0,mid
551306.38,4163012.09,-122.418673,37.612777,13.1,5.7,mid
553118.38,4161403.09,-122.39826,37.5981721,13.1,7.1,mid
552152.38,4161866.09,-122.4091696,37.6024004,13.1,5.1,mid
552332.38,4162557.09,-122.4070811,37.6086182,13.1,8.7,mid
553222.38,4161242.09,-122.3970937,37.596715,13.1,7.6,mid
552899.38,4162406.09,-122.4006683,37.6072248,13.1,6.6,mid
551980.38,4162748.09,-122.4110554,37.6103597,13.0,9.2,mid
551407.38,4161139.09,-122.4176603,37.5958899,13.0,4.0,mid
551268.38,4162871.09,-122.4191135,37.6115082,13.0,10.8,mid
552072.38,4161224.09,-122.4101216,37.5966186,13.0,5.7,mid
552909.38,4162972.09,-122.400514,37.6123256,13.0,7.9,mid
552028.38,4162352.09,-122.4105398,37.6067878,13.0,10.6,mid
551289.38,4161820.09,-122.4189492,37.6020344,13.0,7.3,mid
552948.38,4161478.09,-122.4001803,37.5988579,13.0,5.9,mid
551943.38,4161455.09,-122.4115664,37.5987079,13.0,4.1,mid
552686.38,4161512.09,-122.4031458,37.5991794,13.0,3.2,mid
551821.38,4162425.09,-122.4128797,37.6074574,13.0,8.1,mid
551761.38,4161389.09,-122.4136328,37.5981233,13.0,4.5,mid
551597.38,4161362.09,-122.4154924,37.5978892,13.0,5.6,mid
552313.38,4161388.09,-122.4073799,37.5980831,13.0,4.8,mid
551498.38,4163044.09,-122.4164954,37.6130546,13.0,12.1,mid
551996.38,4162801.09,-122.4108704,37.6108364,13.0,5.0,mid
553177.38,4161112.09,-122.3976128,37.5955459,13.0,8.2,mid
551633.38,4162420.09,-122.4150099,37.6074229,13.0,5.5,mid
552652.38,4161123.09,-122.4035589,37.5956753,13.0,8.5,mid
552236.38,4161361.09,-122.4082541,37.5978441,13.0,6.1,mid
552872.38,4162449.09,-122.4009711,37.6076139,13.0,6.1,mid
553035.38,4161779.09,-122.399173,37.6015658,13.0,5.7,mid
551683.38,4161936.09,-122.4144777,37.6030578,13.0,7.2,mid
552259.38,4162726.09,-122.407896,37.6101456,13.0,8.3,mid
551393.38,4162543.09,-122.4177203,37.608545,13.0,4.9,mid
551859.38,4161210.09,-122.4125353,37.5965045,13.0,6.8,mid
553098.38,4161787.09,-122.3984587,37.6016343,13.0,5.2,mid
551840.38,4162289.09,-122.4126741,37.6062306,13.0,14.0,mid
551686.38,4161533.09,-122.4144722,37.5994254,13.0,6.4,mid
552764.38,4161263.09,-122.4022801,37.5969307,13.0,8.3,mid
553162.38,4162073.09,-122.3977129,37.6042083,13.0,6.4,mid
551210.38,4163084.09,-122.4197557,37.6134313,13.0,5.6,mid
551925.38,4162875.09,-122.4116695,37.6115074,12.9,6.0,mid
551915.38,4162288.09,-122.4118245,37.6062173,12.9,5.9,mid
551477.38,4161375.09,-122.4168508,37.5980131,12.9,6.2,mid
552053.38,4163041.09,-122.4102075,37.6129963,12.9,5.8,mid
551931.38,4161114.09,-122.4117266,37.5956351,12.9,9.4,mid
552063.38,4161159.09,-122.4102281,37.5960333,12.9,14.0,mid
551727.38,4162437.09,-122.4139438,37.6075709,12.9,11.3,mid
552947.38,4161428.09,-122.4001953,37.5984073,12.9,5.5,mid
553145.38,4161328.09,-122.3979596,37.5974946,12.9,4.9,mid
552415.38,4161440.09,-122.4062208,37.5985459,12.9,3.1,mid
551256.38,4162521.09,-122.419274,37.6083544,12.9,12.2,mid
551467.38,4162506.09,-122.4168845,37.6082074,12.9,11.9,mid
552546.38,4161517.09,-122.4047313,37.5992325,12.9,7.4,mid
551444.38,4163041.09,-122.4171075,37.6130306,12.9,8.2,mid
551987.38,4161155.09,-122.4110893,37.5960015,12.9,4.9,mid
553129.38,4161348.09,-122.3981394,37.5976758,12.9,6.7,mid
551556.38,4162215.09,-122.4158967,37.6055796,12.9,12.2,mid
553056.38,4162490.09,-122.3988835,37.6079728,12.9,6.8,mid
551477.38,4161350.09,-122.4168526,37.5977877,12.9,4.7,mid
553031.38,4161453.09,-122.3992419,37.5986278,12.9,4.8,mid
551492.38,4162099.09,-122.4166299,37.6045377,12.9,8.2,mid
551312.38,4161575.09,-122.4187059,37.5998249,12.9,9.6,mid
552248.38,4161553.09,-122.4081044,37.5995739,12.9,9.4,mid
553142.38,4161445.09,-122.3979851,37.5985493,12.9,7.8,mid
552317.38,4162546.09,-122.4072518,37.6085199,12.9,4.2,mid
551896.38,4162140.09,-122.4120502,37.6048845,12.9,4.3,mid
552600.38,4161260.09,-122.4041381,37.596913,12.9,10.5,mid
551422.38,4162517.09,-122.4173936,37.608309,12.9,5.7,mid
552030.38,4161123.09,-122.4106045,37.5957107,12.9,11.8,mid
552276.38,4161485.09,-122.4077921,37.5989594,12.9,5.2,mid
553129.38,4161778.09,-122.3981082,37.6015514,12.9,7.4,mid
551190.38,4162776.09,-122.4200038,37.6106564,12.9,2.3,mid
551897.38,4162121.09,-122.4120403,37.6047132,12.9,4.2,mid
552037.38,4161102.09,-122.4105267,37.595521,12.9,4.7,mid
551819.38,4161447.09,-122.4129716,37.5986428,12.9,7.7,mid
553168.38,4161278.09,-122.3977027,37.5970426,12.9,7.1,mid
552957.38,4161485.09,-122.4000779,37.5989205,12.9,6.5,mid
553132.38,4162426.09,-122.3980272,37.6073916,12.9,3.9,mid
551707.38,4162342.09,-122.4141771,37.6067158,12.9,6.6,mid
552311.38,4162542.09,-122.4073201,37.6084842,12.9,3.8,mid
552961.38,4161424.09,-122.400037,37.5983704,12.8,5.6,mid
553086.38,4161386.09,-122.3986238,37.5980207,12.8,6.7,mid
552185.38,4161754.09,-122.4088038,37.6013891,12.8,7.7,mid
551888.38,4161648.09,-122.4121758,37.6004505,12.8,9.9,mid
552245.38,4161343.09,-122.4081534,37.5976813,12.8,3.6,mid
551854.38,4162257.09,-122.4125178,37.6059414,12.8,10.9,mid
553183.38,4161421.09,-122.3975224,37.5983306,12.8,4.9,mid
551370.38,4161421.09,-122.4180597,37.5984336,12.8,5.8,mid
553146.38,4161426.09,-122.3979412,37.5983778,12.8,7.0,mid
551296.38,4162527.09,-122.4188204,37.6084062,12.8,14.0,mid
552394.38,4162056.09,-122.4064145,37.6040992,12.8,4.9,mid
551625.38,4161496.09,-122.4151658,37.5990953,12.8,6.9,mid
552950.38,4161423.09,-122.4001616,37.5983621,12.8,5.5,mid
551574.38,4163086.09,-122.4156314,37.6134289,12.8,8.9,mid
551840.38,4161526.09,-122.4127282,37.5993536,12.8,12.8,mid
551799.38,4161700.09,-122.4131803,37.6009242,12.8,4.8,mid
552288.38,4161189.09,-122.4076773,37.5962909,12.8,6.9,mid
551408.38,4162525.09,-122.4175516,37.6083819,12.8,10.5,mid
552567.38,4162472.09,-122.4044248,37.6078387,12.8,5.6,mid
551709.38,4161485.09,-122.414215,37.5989915,12.8,8.5,mid
551190.38,4161883.09,-122.4200663,37.6026077,12.8,8.5,mid
552669.38,4162098.09,-122.4032961,37.604462,12.8,8.3,mid
553015.38,4162942.09,-122.3993153,37.6120491,12.8,9.0,mid
551221.38,4162835.09,-122.4196485,37.6111864,12.8,8.7,mid
553176.38,4162327.09,-122.3975359,37.6064968,12.8,4.2,mid
552929.38,4162465.09,-122.4003241,37.6077548,12.8,5.9,mid
551839.38,4162316.09,-122.4126835,37.606474,12.8,10.3,mid
552039.38,4161108.09,-122.4105036,37.595575,12.8,5.5,mid
552926.38,4161522.09,-122.4004263,37.5992557,12.8,9.4,mid
552036.38,4161114.09,-122.4105372,37.5956292,12.8,5.4,mid
552898.38,4161333.09,-122.4007572,37.5975539,12.8,6.4,mid
552321.38,4161544.09,-122.4072781,37.5994886,12.8,9.0,mid
552970.38,4162221.09,-122.3998773,37.6055533,12.7,10.3,mid
552581.38,4161306.09,-122.40435,37.5973287,12.7,12.2,mid
552871.38,4162357.09,-122.400989,37.6067848,12.7,7.7,mid
552986.38,4161309.09,-122.3997621,37.5973325,12.7,4.9,mid
551896.38,4161838.09,-122.4120717,37.6021626,12.7,10.7,mid
552846.38,4161532.09,-122.4013319,37.5993505,12.7,8.7,mid
553202.38,4161248.09,-122.3973198,37.5967702,12.7,8.9,mid
551190.38,4162939.09,-122.4199924,37.6121255,12.7,7.5,mid
552676.38,4162007.09,-122.4032234,37.6036414,12.7,5.6,mid
553114.38,4161369.09,-122.3983078,37.5978659,12.7,6.8,mid
551961.38,4161925.09,-122.4113291,37.602943,12.7,6.0,mid
551794.38,4161342.09,-122.4132623,37.5976978,12.7,10.8,mid
553229.38,4162332.09,-122.3969351,37.6065388,12.7,7.2,mid
553068.38,4161416.09,-122.3988255,37.5982922,12.7,8.6,mid
551524.38,4162308.09,-122.4162527,37.6064196,12.7,13.6,mid
551903.38,4162125.09,-122.411972,37.6047489,12.7,4.3,mid
553134.38,4161259.09,-122.3980892,37.5968733,12.7,11.0,mid
552829.38,4161341.09,-122.4015382,37.59763,12.7,3.8,mid
552676.38,4161888.09,-122.403232,37.6025689,12.7,6.5,mid
551955.38,4161914.09,-122.4113979,37.6028442,12.7,6.4,mid
551861.38,4161587.09,-122.4124859,37.5999023,12.7,6.0,mid
552222.38,4162036.09,-122.4083645,37.6039287,12.7,8.3,mid
552345.38,4161781.09,-122.4069893,37.6016234,12.7,7.3,mid
553164.38,4161129.09,-122.3977589,37.5956999,12.7,7.7,mid
552904.38,4161506.09,-122.4006767,37.5991128,12.7,8.4,mid
552255.38,4161898.09,-122.4080005,37.602683,12.7,6.1,mid
552271.38,4161369.09,-122.407857,37.5979142,12.7,3.4,mid
551964.38,4162752.09,-122.4112364,37.6103966,12.7,7.3,mid
553159.38,4163072.09,-122.3976743,37.6132125,12.7,6.4,mid
552387.38,4161433.09,-122.4065384,37.5984844,12.7,4.0,mid
552300.38,4161288.09,-122.4075343,37.5971825,12.6,10.7,mid
553183.38,4161252.09,-122.3975347,37.5968074,12.6,8.0,mid
551322.38,4161544.09,-122.4185948,37.5995449,12.6,5.0,mid
551195.38,4161900.09,-122.4200085,37.6027607,12.6,8.7,mid
551381.38,4162778.09,-122.4178397,37.6106637,12.6,10.2,mid
552394.38,4162500.09,-122.4063827,37.6081009,12.6,10.6,mid
553194.38,4162663.09,-122.3973075,37.6095241,12.6,10.2,mid
552530.38,4161243.09,-122.4049322,37.5967638,12.6,6.8,mid
551994.38,4161644.09,-122.4109753,37.6004085,12.6,5.5,mid
552060.38,4161209.09,-122.4102586,37.5964841,12.6,7.5,mid
552014.38,4161141.09,-122.4107845,37.5958738,12.6,8.5,mid
552025.38,4162466.09,-122.4105656,37.6078154,12.6,8.7,mid
551469.38,4162456.09,-122.4168654,37.6077566,12.6,7.8,mid
551637.38,4161201.09,-122.4150507,37.5964358,12.6,5.4,mid
553148.38,4161152.09,-122.3979384,37.5959081,12.6,8.0,mid
552317.38,4162728.09,-122.4072388,37.6101603,12.6,2.5,mid
552563.38,4161542.09,-122.4045369,37.5994568,12.6,4.2,mid
552213.38,4162037.09,-122.4084664,37.6039382,12.6,6.5,mid
551804.38,4162034.09,-122.4131,37.6039343,12.6,5.8,mid
551757.38,4162097.09,-122.413628,37.6045048,12.6,8.1,mid
552568.38,4161108.09,-122.4045115,37.5955449,12.6,4.5,mid
552844.38,4162418.09,-122.4012905,37.6073361,12.6,6.5,mid
551673.38,4161964.09,-122.414589,37.6033108,12.6,7.9,mid
553154.38,4162416.09,-122.3977786,37.6073002,12.6,5.5,mid
552346.38,4162808.09,-122.4069045,37.6108797,12.6,2.7,mid
552021.38,4162785.09,-122.4105883,37.6106908,12.6,8.7,mid
551197.38,4161651.09,-122.4200033,37.6005163,12.6,5.5,mid
551272.38,4162844.09,-122.41907,37.6112647,12.6,8.9,mid
552333.38,4162739.09,-122.4070567,37.6102585,12.5,3.0,mid
551679.38,4161344.09,-122.4145648,37.5977223,12.5,5.5,mid
552445.38,4162536.09,-122.4058024,37.6084225,12.5,8.5,mid
551557.38,4162536.09,-122.4158628,37.6084727,12.5,8.8,mid
552251.38,4162325.09,-122.4080153,37.6065318,12.5,5.7,mid
551770.38,4161789.09,-122.4135025,37.601728,12.5,8.6,mid
551332.38,4161460.09,-122.4184874,37.5987873,12.5,7.7,mid
551246.38,4162520.09,-122.4193873,37.6083459,12.5,11.3,mid
551885.38,4162575.09,-122.412144,37.6088058,12.5,9.8,mid
553126.38,4163106.09,-122.3980457,37.6135208,12.5,4.2,mid
551841.38,4162309.09,-122.4126613,37.6064108,12.5,8.3,mid
552284.38,4161487.09,-122.4077014,37.598977,12.5,8.9,mid
552019.38,4161577.09,-122.4106968,37.5998032,12.5,8.1,mid
552117.38,4161128.09,-122.4096187,37.5957508,12.5,6.9,mid
551247.38,4163097.09,-122.4193356,37.6135464,12.5,3.8,mid
552118.38,4162183.09,-122.4095322,37.6052595,12.5,9.9,mid
551678.38,4161959.09,-122.4145327,37.6032654,12.5,4.9,mid
551406.38,4161119.09,-122.4176731,37.5957097,12.5,4.7,mid
551374.38,4161470.09,-122.4180109,37.5988751,12.5,6.0,mid
552125.38,4161647.09,-122.4094911,37.6004281,12.5,7.9,mid
551876.38,4162297.09,-122.4122657,37.6063007,12.5,9.6,mid
551471.38,4162531.09,-122.4168375,37.6084325,12.5,14.0,mid
553188.38,4162316.09,-122.3974007,37.6063969,12.5,3.9,mid
552338.38,4161579.09,-122.4070831,37.5998031,12.5,7.0,mid
553223.38,4161314.09,-122.3970771,37.5973639,12.5,8.3,mid
552492.38,4161490.09,-122.4053449,37.5989922,12.5,3.2,mid
552902.38,4161348.09,-122.4007108,37.5976888,12.5,6.7,mid
551469.38,4161312.09,-122.4169459,37.5974457,12.5,10.8,mid
551661.38,4162181.09,-122.4147096,37.6052673,12.5,6.5,mid
552099.38,4162445.09,-122.4097288,37.607622,12.5,11.7,mid
552955.38,4161437.09,-122.400104,37.598488,12.5,7.0,mid
551252.38,4162808.09,-122.4192992,37.6109413,12.4,10.8,mid
552334.38,4161433.09,-122.4071388,37.5984875,12.4,10.5,mid
552534.38,4161136.09,-122.4048946,37.5957992,12.4,6.8,mid
552941.38,4161437.09,-122.4002626,37.5984888,12.4,9.2,mid
553135.38,4161822.09,-122.398037,37.6019476,12.4,5.6,mid
551612.38,4161370.09,-122.4153219,37.5979604,12.4,4.9,mid
551524.38,4161674.09,-122.4162974,37.6007053,12.4,7.1,mid
553215.38,4161527.09,-122.3971522,37.5992841,12.4,8.0,mid
551524.38,4161375.09,-122.4163184,37.5980104,12.4,5.3,mid
551555.38,4162373.09,-122.4158969,37.6070037,12.4,12.7,mid
553134.38,4161638.09,-122.3980617,37.6002893,12.4,7.5,mid
553177.38,4161484.09,-122.3975858,37.5988988,12.4,7.3,mid
551392.38,4162385.09,-122.4177427,37.607121,12.4,9.4,mid
552412.38,4161732.09,-122.4062338,37.6011779,12.4,8.2,mid
552473.38,4161642.09,-122.4055493,37.6003633,12.4,6.6,mid
551191.38,4162954.09,-122.4199801,37.6122606,12.4,3.0,mid
551833.38,4161851.09,-122.4127844,37.6022833,12.4,7.6,mid
551206.38,4161666.09,-122.4199003,37.600651,12.4,10.9,mid
553104.38,4161530.09,-122.3984094,37.5993176,12.4,9.4,mid
551823.38,4162357.09,-122.4128619,37.6068444,12.4,9.3,mid
551828.38,4162341.09,-122.4128064,37.6066999,12.4,10.4,mid
552279.38,4162479.09,-122.4076871,37.6079182,12.4,6.7,mid
552259.38,4162438.09,-122.4079166,37.6075498,12.4,8.3,mid
552317.38,4162534.09,-122.4072527,37.6084118,12.4,7.5,mid
552100.38,4161538.09,-122.409782,37.5994471,12.4,11.5,mid
553224.38,4161349.09,-122.3970632,37.5976793,12.4,8.3,mid
553027.38,4162524.09,-122.3992096,37.608281,12.4,3.5,mid
551203.38,4161774.09,-122.4199267,37.6016246,12.4,4.5,mid
551457.38,4162502.09,-122.4169981,37.6081719,12.4,8.3,mid
553211.38,4162489.09,-122.3971276,37.6079549,12.4,9.2,mid
553126.38,4161421.09,-122.3981681,37.5983339,12.4,6.1,mid
551332.38,4162674.09,-122.4184022,37.6097291,12.4,12.7,mid
552846.38,4161721.09,-122.4013182,37.6010539,12.4,9.7,mid
553110.38,4161654.09,-122.3983324,37.6004348,12.4,7.0,mid
552255.38,4161557.09,-122.4080249,37.5996096,12.3,5.7,mid
553042.38,4161463.09,-122.3991166,37.5987173,12.3,6.9,mid
552352.38,4161230.09,-122.4069494,37.5966568,12.3,10.5,mid
552162.38,4161996.09,-122.4090471,37.6035716,12.3,6.6,mid
552073.38,4161655.09,-122.4100796,37.6005032,12.3,6.9,mid
552193.38,4161812.09,-122.408709,37.6019114,12.3,5.6,mid
552112.38,4161268.09,-122.4096653,37.5970129,12.3,6.7,mid
552856.38,4162347.09,-122.4011597,37.6066955,12.3,6.5,mid
551191.38,4161812.09,-122.42006,37.6019677,12.3,7.1,mid
552195.38,4161289.09,-122.4087237,37.5971975,12.3,11.4,mid
551476.38,4161510.09,-122.4168526,37.5992299,12.3,7.9,mid
553161.38,4162164.09,-122.3977176,37.6050285,12.3,5.9,mid
551562.38,4161193.09,-122.4159008,37.5963679,12.3,7.8,mid
552474.38,4161484.09,-122.4055493,37.5989391,12.3,5.3,mid
552083.38,4161644.09,-122.4099671,37.6004035,12.3,5.6,mid
553078.38,4161398.09,-122.3987135,37.5981294,12.3,7.2,mid
551991.38,4161651.09,-122.4110088,37.6004717,12.3,10.2,mid
551331.38,4161540.09,-122.4184931,37.5995084,12.3,5.9,mid
551255.38,4162540.09,-122.419284,37.6085257,12.3,10.3,mid
551846.38,4161533.09,-122.4126597,37.5994164,12.3,6.2,mid
553196.38,4161618.09,-122.3973608,37.6001054,12.3,8.5,mid
551428.38,4162826.09,-122.4173039,37.6110937,12.3,4.7,mid
551210.38,4162263.09,-122.4198132,37.6060316,12.3,11.3,mid
552610.38,4162115.09,-122.4039633,37.6046186,12.3,5.4,mid
552670.38,4162142.09,-122.4032817,37.6048585,12.3,6.7,mid
552075.38,4161645.09,-122.4100576,37.6004129,12.3,8.3,mid
551694.38,4162663.09,-122.4143017,37.6096097,12.3,7.6,mid
